"REPORTABLE_DOMAIN","NWEIGHT","MONEYPY","NHSLDMEM","BEDROOMS","UR","KOWNRENT","HDD65","KWH","CUFEETNG","GALLONLP","GALLONFO","GALLONKER","BTUWOOD","TOTALBTU"
27,11348.1193,10,1,2,"U",1,5053,2109,368,0,0,0,0,44916
27,12367.40469,8,1,2,"U",2,4818,10455,0,0,0,0,10000,35672
27,7757.697801,8,2,2,"R",1,4940,13419,0,0,0,0,40000,45786
27,10076.10961,16,2,2,"U",2,4415,3826,322,0,0,0,0,46059
27,15356.88976,23,4,3,"U",1,4954,12134,822,0,0,0,0,125656
27,12789.88005,24,4,3,"U",1,4148,19836,1213,0,0,0,0,192013
27,10460.3464,9,1,NA,"U",2,0,4843,0,0,0,0,0,16524
27,10512.33177,17,4,4,"U",2,4771,15472,0,0,0,0,10000,52790
27,7136.882777,16,3,4,"U",1,11825,7489,1094,0,0,0,10000,137687
27,11655.0021,18,2,3,"U",1,5605,11632,827,0,0,0,0,124456
27,21979.8455,21,2,2,"U",2,4164,9933,0,0,0,0,10000,33891
27,7757.697865,23,2,3,"R",1,4929,22171,0,0,0,0,80000,75647
27,22641.67107,1,1,3,"R",2,6774,6727,466,0,0,0,0,70718
27,12102.54009,13,3,2,"U",1,3984,21045,0,0,0,0,0,71806
27,11648.75098,9,1,1,"U",2,4628,1478,61,0,0,0,0,11296
27,8236.299578,6,4,2,"U",2,4609,17714,0,0,0,0,0,60440
27,8236.300068,7,2,3,"U",1,4996,5881,0,0,0,0,0,20066
27,7951.522023,8,4,4,"U",1,60,10345,0,0,0,0,0,35297
27,7136.883623,16,2,4,"U",1,10282,11465,1938,0,0,0,0,237764
27,11654.99991,15,4,3,"U",1,4830,9451,855,0,0,0,20000,119884
27,12789.87794,24,2,4,"U",1,5047,19226,2499,0,0,0,0,321747
27,9263.2658,13,2,3,"U",3,4879,20695,0,0,0,0,0,70611
27,9862.933988,14,3,3,"R",2,5253,25391,0,0,0,0,0,86634
27,10270.16267,10,6,5,"U",1,6706,23960,904,0,0,0,20000,174412
27,8085.781013,7,3,2,"U",1,10074,3900,881,0,0,0,0,103610
27,10651.14205,13,3,2,"U",2,4995,7490,0,0,0,0,0,25556
27,6051.296023,11,1,3,"U",1,4780,15080,734,0,0,0,0,126688
27,10259.75333,13,1,3,"U",1,4863,7260,864,0,0,0,0,113331
27,7837.837941,7,5,2,"U",2,6101,22553,0,0,0,0,0,76951
27,12367.40845,5,1,1,"U",2,4606,2658,61,0,0,0,0,15322
27,9563.44727,4,1,3,"U",2,5149,11693,0,0,0,0,0,39897
27,10423.07973,24,4,4,"U",1,4815,8758,774,0,0,0,0,109217
27,11535.94649,24,4,5,"U",1,4731,9747,471,0,0,0,0,81535
27,13687.18462,15,2,2,"R",1,9178,14430,0,0,0,0,20000,49235
27,10588.35953,24,2,5,"U",1,4110,22396,971,0,0,0,0,175943
27,8995.312688,19,3,3,"U",1,4358,12179,0,0,500,0,20000,110900
27,8640.829386,16,2,2,"U",1,6592,19612,0,0,0,0,0,66916
27,9088.235752,5,2,3,"U",2,4482,9768,0,0,0,0,0,33328
27,9131.567402,17,5,3,"U",1,5081,13485,621,0,0,0,0,109664
27,8854.900234,17,2,3,"R",1,5378,12018,0,455,0,0,80000,82560
27,10512.33254,19,2,3,"R",1,4652,24110,861,0,0,0,0,170516
27,10588.35912,24,11,13,"U",1,4261,7907,193,0,0,0,0,46762
27,10270.16089,11,5,4,"U",1,5037,13630,620,0,0,0,0,110056
27,7951.518624,15,5,4,"U",1,0,8433,0,0,0,0,0,28773
27,9131.566701,7,5,3,"U",2,5042,12123,705,0,0,0,0,113627
27,10423.0762,8,3,2,"U",1,4795,29403,750,0,0,0,0,177198
27,9100.781774,6,1,1,"U",2,4739,7917,0,0,0,0,0,27013
27,11535.94649,9,3,3,"U",2,5072,11267,0,0,0,0,80000,38443
27,7951.518624,11,2,3,"U",2,3,6087,0,0,0,0,0,20769
27,9263.2658,13,5,4,"U",1,5050,20052,0,0,0,0,0,68417
27,11925.03703,5,1,1,"U",1,6363,11256,662,0,0,0,0,106260
27,9131.564208,10,7,5,"U",2,4633,16826,826,0,0,0,0,142075
27,9007.728757,3,1,3,"U",1,7121,3569,0,0,0,0,80000,12177
27,8854.900016,24,5,3,"U",1,4911,19241,0,0,0,0,20000,65650
27,11965.16703,1,1,3,"R",2,4987,13059,0,0,0,0,0,44557
27,9131.566701,14,2,3,"U",3,4992,8721,737,0,0,0,10000,105299
27,9263.26538,15,4,3,"U",1,4964,13564,0,0,0,0,0,46280
27,10651.14008,7,4,2,"U",2,4988,8528,0,0,0,0,0,29098
27,18770.15615,1,1,2,"R",1,8573,21293,0,0,0,0,20000,72652
27,12746.76129,5,1,2,"U",2,4463,11238,0,0,0,0,10000,38344
27,9263.265359,17,2,3,"R",1,5670,25543,0,373,0,0,0,121169
27,10270.8133,11,1,2,"U",1,716,3119,0,0,0,0,0,10642
27,11655.0009,24,4,4,"U",1,5710,16229,1090,0,0,0,0,167098
27,11654.99991,23,3,3,"U",1,4763,7621,903,0,0,0,0,118561
27,7757.697865,24,3,3,"R",1,4881,10841,0,0,362,0,40000,87194
27,7951.520726,24,2,4,"U",1,26,13812,0,0,0,0,0,47127
27,9263.263202,12,4,3,"R",2,5128,14639,0,0,0,0,0,49948
27,13757.85901,7,1,NA,"U",1,4853,5629,0,0,0,0,0,19206
27,9007.728534,3,1,3,"R",1,4868,20421,0,0,0,0,100000,69676
27,8640.827032,16,2,4,"R",1,5002,27942,0,0,0,0,80000,95338
27,10270.16255,22,4,4,"R",1,5240,13438,782,1341,0,0,0,248478
27,7757.697865,18,2,3,"R",1,4982,15099,0,0,734,0,0,153317
27,10602.97416,5,1,2,"U",1,4955,5581,606,0,0,0,0,81157
27,11965.16466,17,1,3,"R",2,5039,11487,0,0,0,0,40000,39194
27,6791.608468,24,2,4,"U",1,10019,6146,1917,0,0,0,0,217463
27,15305.11455,3,1,1,"U",2,4966,5983,0,0,0,0,0,20414
27,8236.297842,16,2,3,"R",1,4697,22263,0,0,0,0,10000,75961
27,12294.50668,5,1,5,"U",1,4228,6110,1474,0,0,0,0,171932
27,9088.236104,11,3,2,"U",2,4167,8896,0,0,0,0,0,30353
27,15578.372,11,2,3,"R",1,5947,15964,0,0,0,0,0,54469
27,10270.16195,18,4,3,"R",1,5758,21439,412,0,0,0,0,115380
27,8236.296285,21,3,4,"U",1,4576,28989,0,0,0,0,0,98910
27,8724.987676,17,4,3,"R",1,4998,12780,0,369,0,0,0,77305
27,12789.88041,24,4,3,"U",1,5350,13872,646,0,0,0,0,113546
27,12563.52116,10,1,1,"U",2,4118,2821,266,0,0,0,0,36890
27,9263.264747,8,8,4,"R",1,5292,23975,0,0,0,0,80000,81803
27,7837.836823,6,3,2,"U",2,5241,6956,0,0,0,0,0,23734
27,9263.2658,11,7,4,"U",1,4809,15467,286,0,0,0,0,82088
27,11535.94742,17,4,3,"U",2,5208,10628,0,0,0,0,20000,36263
27,10977.85335,11,3,2,"U",2,4153,15426,0,0,0,0,20000,52634
27,13533.0206,6,1,3,"U",1,5653,11936,2041,0,0,0,0,249929
27,9263.26711,12,2,4,"R",1,5151,32137,0,0,0,0,20000,109651
27,11535.94649,14,4,4,"U",1,4784,26334,25,0,0,0,20000,92415
27,9008.73187,11,2,NA,"U",2,25,4889,0,0,0,0,0,16681
27,9263.264735,16,5,4,"R",1,5716,27174,0,359,0,0,0,125445
27,9263.263781,15,2,3,"U",1,4957,12760,0,26,0,0,0,45842
27,9401.190528,22,5,3,"R",1,5382,26177,0,0,0,0,80000,89316
27,13757.85624,10,1,1,"U",2,4819,5808,0,0,0,0,0,19817
27,7837.837941,3,4,2,"U",2,6379,13425,0,0,0,0,0,45806
27,10123.97019,9,1,2,"U",2,6172,15448,0,0,0,0,0,52709
27,8085.781013,24,2,2,"U",1,9556,2591,872,0,0,0,0,98220
27,7566.837036,4,3,2,"U",2,15,4509,0,0,0,0,0,15385
27,12367.40649,7,1,NA,"U",2,4893,4835,0,0,0,0,10000,16497
27,8724.988281,15,3,4,"R",1,6473,27345,25,0,227,0,10000,127346
27,10977.85335,6,3,2,"U",2,4075,18431,0,0,0,0,20000,62887
27,14891.60475,15,2,3,"R",1,7030,37657,0,0,398,0,80000,183714
27,12367.40531,12,1,2,"U",1,4808,4685,0,0,0,0,0,15985
27,8236.300068,11,2,3,"U",1,4888,12903,0,0,0,0,0,44025
27,15054.52012,15,1,2,"U",1,4721,7218,724,0,0,0,10000,98838
27,9564.511534,9,2,2,"U",1,0,3907,0,0,0,0,0,13331
27,10588.35969,24,2,4,"U",1,4201,11269,913,0,0,0,0,132033
27,9263.26711,15,2,4,"U",1,4880,16793,0,0,0,0,10000,57298
27,11655.00099,18,2,3,"U",1,5575,9444,907,0,0,0,0,125191
27,11795.05168,1,1,3,"U",3,7006,11298,451,0,0,0,0,84777
27,7136.883623,20,3,3,"U",1,10006,9814,1742,0,0,0,0,212040
