"","cx_low","cy_low","cx_high","cy_high","MONEYPY","BEDROOMS","UR","KOWNRENT","TaxLow","TaxHigh","NWEIGHT","income_group_level"
"160",7.85273280269738,-67.5884143548701,86.4596582627258,-27.1823522746563,"$70,000 to $74,999",2,"Urban","Rent",1.07,41.18,7951.521036,"17"
"161",23.1850873252299,-10.5896017885175,299.273241114855,-28.196281244602,"$80,000 to $84,999",2,"Urban","Rent",3.16,142.54,20094.782706,"19"
"162",15.5248079537101,37.1984420357204,221.919148493593,39.8366561719848,"$85,000 to $89,999",2,"Urban","Rent",2.11,105.7,10651.1428,"20"
"163",19.8663368293158,-59.8521019636645,283.979071818087,-2.53576121862248,"$90,000 to $94,999",2,"Urban","Rent",2.71,135.26,28256.358579,"21"
"164",15.0988671489253,36.1926111392705,215.830543662643,31.6399850641652,"$95,000 to $99,999",2,"Urban","Rent",2.06,102.8,10651.14449,"22"
"165",17.9139496281448,35.5194617283511,254.851491512051,7.2433720874744,"$100,000 to $119,999",2,"Urban","Rent",2.44,121.39,42626.97951,"23"
"166",18.5680815658282,-14.013399608974,265.421180251278,-50.4964978696145,"$120,000 or More",2,"Urban","Rent",2.53,126.42,8236.299166,"24"
"167",17.1742270012046,-31.8983882334152,245.49674582172,51.6006674150657,"$7,500 to $9,999",3,"Urban","Rent",2.34,116.93,9563.44727,"4"
"168",16.3968460932633,-53.2495099260089,234.384485389263,-30.1587570140289,"$10,000 to $14,999",3,"Urban","Rent",2.23,111.64,19323.775592,"5"
"169",17.5990147349041,-76.7921206814081,228.263377063236,5.48386692611038,"$15,000 to $19,999",3,"Urban","Rent",2.4,108.72,36476.202509,"6"
"170",21.9931457980565,-67.8659136834267,264.099874909611,-2.06451835776171,"$20,000 to $24,999",3,"Urban","Rent",2.99,125.79,17946.687011,"7"
"171",18.67362900381,61.0476876604825,235.778533537886,-10.4757660236938,"$30,000 to $34,999",3,"Urban","Rent",2.54,112.3,20667.514494,"9"
"172",29.9371080769829,11.3082428833078,427.93556948426,13.9838894259972,"$35,000 to $39,999",3,"Urban","Rent",4.08,203.83,18346.703092,"10"
"173",8.94035061629458,37.2284911553735,127.797715882734,-27.4765409827232,"$40,000 to $44,999",3,"Urban","Rent",1.22,60.87,7951.518624,"11"
"174",16.4637129769556,-5.65283683216131,208.504566710725,27.0977408390864,"$45,000 to $49,999",3,"Urban","Rent",2.24,99.31,19265.873514,"12"
"175",21.3660720248459,-51.0510903573471,305.417015433898,-32.9141467311992,"$55,000 to $59,999",3,"Urban","Rent",2.91,145.47,10651.14205,"14"
"176",19.2442045395112,78.8873983248764,227.748140759419,-19.6485816278029,"$60,000 to $64,999",3,"Urban","Rent",2.62,108.48,35503.204075,"15"
"177",15.6099961146671,-16.3693046888268,223.136869459783,-29.7074331546712,"$70,000 to $74,999",3,"Urban","Rent",2.13,106.28,11535.94742,"17"
"178",34.5823629384803,-45.6941540513778,195.917967970376,27.631338260101,"$75,000 to $79,999",3,"Urban","Rent",4.71,93.32,15088.405794,"18"
"179",28.6518629287607,-76.176265980413,262.666401493109,66.158359335152,"$100,000 to $119,999",3,"Urban","Rent",3.9,125.11,10270.16067,"23"
"180",23.6235582902057,41.6970118004702,337.686621037933,28.3983883708715,"Less than $2,500",4,"Urban","Rent",3.22,160.84,7837.836823,"1"
